date,count,package
2020-08-16,3702,abind
2020-08-17,6642,abind
2020-08-18,7269,abind
2020-08-19,7142,abind
2020-08-20,6702,abind
2020-08-21,5836,abind
2020-08-22,3529,abind
2020-08-23,3671,abind
2020-08-24,7347,abind
2020-08-25,7474,abind
2020-08-26,7886,abind
2020-08-27,8183,abind
2020-08-28,7210,abind
2020-08-29,3668,abind
2020-08-30,3964,abind
2020-08-31,7684,abind
2020-09-01,8691,abind
2020-09-02,8421,abind
2020-09-03,9214,abind
2020-09-04,6653,abind
2020-09-05,3618,abind
2020-09-06,3916,abind
2020-09-07,7425,abind
2020-09-08,9391,abind
2020-09-09,9597,abind
2020-09-10,9502,abind
2020-09-11,8380,abind
2020-09-12,4396,abind
2020-09-13,4757,abind
2020-09-14,9761,abind
2020-09-15,10620,abind
2020-09-16,10248,abind
2020-09-17,10202,abind
2020-09-18,9314,abind
2020-09-19,4523,abind
2020-09-20,4498,abind
2020-09-21,10429,abind
2020-09-22,11252,abind
2020-09-23,10706,abind
2020-09-24,10098,abind
2020-09-25,8669,abind
2020-09-26,5257,abind
2020-09-27,5323,abind
2020-09-28,9866,abind
2020-09-29,10858,abind
2020-09-30,10823,abind
2020-10-01,10567,abind
2020-10-02,8672,abind
2020-10-03,0,abind
2020-10-04,5689,abind
2020-10-05,10655,abind
2020-10-06,11280,abind
2020-10-07,11233,abind
2020-10-08,11002,abind
2020-10-09,10013,abind
2020-10-10,5929,abind
2020-10-11,6407,abind
2020-10-12,10747,abind
2020-10-13,11678,abind
2020-10-14,12075,abind
2020-10-15,12095,abind
2020-10-16,11368,abind
2020-10-17,6261,abind
2020-10-18,6194,abind
2020-10-19,12419,abind
2020-10-20,12497,abind
2020-10-21,11750,abind
2020-10-22,11671,abind
2020-10-23,11054,abind
2020-10-24,6098,abind
2020-10-25,6141,abind
2020-10-26,11472,abind
2020-10-27,12834,abind
2020-10-28,11814,abind
2020-10-29,12024,abind
2020-10-30,10545,abind
2020-10-31,6454,abind
2020-11-01,6892,abind
2020-11-02,12938,abind
2020-11-03,13357,abind
2020-11-04,12832,abind
2020-11-05,12563,abind
2020-11-06,11105,abind
2020-11-07,6252,abind
2020-11-08,6952,abind
2020-11-09,12462,abind
2020-11-10,12535,abind
2020-11-11,11290,abind
2020-11-12,11789,abind
2020-11-13,10642,abind
2020-11-14,5904,abind
2020-11-15,6340,abind
2020-11-16,12084,abind
2020-11-17,12619,abind
2020-11-18,12567,abind
2020-11-19,12332,abind
2020-11-20,11096,abind
2020-11-21,5950,abind
2020-11-22,6759,abind
2020-11-23,11919,abind
2020-11-24,12183,abind
2020-11-25,9557,abind
2020-11-26,9685,abind
2020-11-27,8749,abind
2020-11-28,5686,abind
2020-11-29,6258,abind
2020-11-30,11563,abind
2020-12-01,11672,abind
2020-12-02,11747,abind
2020-12-03,12041,abind
2020-12-04,10961,abind
2020-12-05,5937,abind
2020-12-06,6926,abind
2020-12-07,11202,abind
2020-12-08,11712,abind
2020-12-09,10863,abind
2020-12-10,10343,abind
2020-12-11,9587,abind
2020-12-12,5700,abind
2020-12-13,5674,abind
2020-12-14,10263,abind
2020-12-15,10503,abind
2020-12-16,10127,abind
2020-12-17,9370,abind
2020-12-18,8231,abind
2020-12-19,4888,abind
2020-12-20,4783,abind
2020-12-21,8109,abind
2020-12-22,7636,abind
2020-12-23,6532,abind
2020-12-24,4452,abind
2020-12-25,3003,abind
2020-12-26,3530,abind
2020-12-27,3623,abind
2020-12-28,5888,abind
2020-12-29,5589,abind
2020-12-30,5305,abind
2020-12-31,3973,abind
2020-01-01,1126,acepack
2020-01-02,2762,acepack
2020-01-03,3185,acepack
2020-01-04,1787,acepack
2020-01-05,1712,acepack
2020-01-06,4096,acepack
2020-01-07,4487,acepack
2020-01-08,5007,acepack
2020-01-09,4580,acepack
2020-01-10,4050,acepack
2020-01-11,2045,acepack
2020-01-12,2059,acepack
2020-01-13,4798,acepack
2020-01-14,5134,acepack
2020-01-15,5073,acepack
2020-01-16,4869,acepack
2020-01-17,4292,acepack
2020-01-18,1951,acepack
2020-01-19,1842,acepack
2020-01-20,3986,acepack
2020-01-21,5290,acepack
2020-01-22,5309,acepack
2020-01-23,4815,acepack
2020-01-24,4275,acepack
2020-01-25,1906,acepack
2020-01-26,1949,acepack
2020-01-27,4483,acepack
2020-01-28,4957,acepack
2020-01-29,4790,acepack
2020-01-30,4818,acepack
2020-01-31,4582,acepack
2020-02-01,2123,acepack
2020-02-02,1995,acepack
2020-02-03,4730,acepack
2020-02-04,5378,acepack
2020-02-05,5655,acepack
2020-02-06,5103,acepack
2020-02-07,5514,acepack
2020-02-08,2407,acepack
2020-02-09,2296,acepack
2020-02-10,5273,acepack
2020-02-11,5658,acepack
2020-02-12,5076,acepack
2020-02-13,5385,acepack
2020-02-14,4209,acepack
2020-02-15,2314,acepack
2020-02-16,2235,acepack
2020-02-17,4957,acepack
2020-02-18,5571,acepack
2020-02-19,5634,acepack
2020-02-20,5409,acepack
2020-02-21,4435,acepack
2020-02-22,2164,acepack
2020-02-23,2277,acepack
2020-02-24,5219,acepack
2020-02-25,5533,acepack
2020-02-26,5756,acepack
2020-02-27,5228,acepack
2020-02-28,4649,acepack
2020-02-29,708,acepack
2020-03-01,2443,acepack
2020-03-02,5186,acepack
2020-03-03,5683,acepack
2020-03-04,5907,acepack
2020-03-05,5876,acepack
2020-03-06,5178,acepack
2020-03-07,2750,acepack
2020-03-08,2536,acepack
2020-03-09,5460,acepack
2020-03-10,5622,acepack
2020-03-11,6135,acepack
2020-03-12,7374,acepack
2020-03-13,4203,acepack
2020-03-14,2659,acepack
2020-03-15,2416,acepack
2020-03-16,4831,acepack
2020-03-17,4678,acepack
2020-03-18,5037,acepack
2020-03-19,5077,acepack
2020-03-20,4243,acepack
2020-03-21,2278,acepack
2020-03-22,2557,acepack
2020-03-23,4730,acepack
2020-03-24,4958,acepack
2020-03-25,5017,acepack
2020-03-26,6043,acepack
2020-03-27,5572,acepack
2020-03-28,2859,acepack
2020-03-29,3350,acepack
2020-03-30,5379,acepack
2020-03-31,5279,acepack
2020-04-01,5436,acepack
2020-04-02,5436,acepack
2020-04-03,4788,acepack
2020-04-04,2868,acepack
2020-04-05,3059,acepack
2020-04-06,5490,acepack
2020-04-07,5472,acepack
2020-04-08,5280,acepack
2020-04-09,5448,acepack
2020-04-10,4080,acepack
2020-04-11,2885,acepack
2020-04-12,2619,acepack
2020-04-13,4763,acepack
2020-04-14,5209,acepack
2020-04-15,5353,acepack
2020-04-16,5928,acepack
2020-04-17,5178,acepack
2020-04-18,3169,acepack
2020-04-19,3023,acepack
2020-04-20,5008,acepack
2020-04-21,5223,acepack
2020-04-22,5449,acepack
2020-04-23,5597,acepack
2020-04-24,6147,acepack
2020-04-25,4913,acepack
2020-04-26,3984,acepack
2020-04-27,5943,acepack
2020-04-28,5979,acepack
2020-04-29,6169,acepack
2020-04-30,5886,acepack
2020-05-01,5004,acepack
2020-05-02,3581,acepack
2020-05-03,3494,acepack
2020-05-04,5812,acepack
2020-05-05,6126,acepack
2020-05-06,6248,acepack
2020-05-07,5947,acepack
2020-05-08,5369,acepack
2020-05-09,3227,acepack
2020-05-10,3355,acepack
2020-05-11,5925,acepack
2020-05-12,5850,acepack
2020-05-13,6249,acepack
2020-05-14,6449,acepack
2020-05-15,5694,acepack
2020-05-16,3736,acepack
2020-05-17,3607,acepack
2020-05-18,6025,acepack
2020-05-19,6440,acepack
2020-05-20,5986,acepack
2020-05-21,5387,acepack
2020-05-22,5013,acepack
2020-05-23,3117,acepack
2020-05-24,3312,acepack
2020-05-25,4573,acepack
2020-05-26,5705,acepack
2020-05-27,5599,acepack
2020-05-28,5881,acepack
2020-05-29,5265,acepack
2020-05-30,2950,acepack
2020-05-31,3174,acepack
2020-06-01,5169,acepack
2020-06-02,5723,acepack
2020-06-03,6007,acepack
2020-06-04,5804,acepack
2020-06-05,5240,acepack
2020-06-06,3064,acepack
2020-06-07,3879,acepack
2020-06-08,5890,acepack
2020-06-09,5335,acepack
2020-06-10,5553,acepack
2020-06-11,5140,acepack
2020-06-12,4433,acepack
2020-06-13,3116,acepack
2020-06-14,3037,acepack
2020-06-15,5391,acepack
2020-06-16,5491,acepack
2020-06-17,5308,acepack
2020-06-18,5873,acepack
2020-06-19,5480,acepack
2020-06-20,2568,acepack
2020-06-21,2461,acepack
2020-06-22,5360,acepack
2020-06-23,5293,acepack
2020-06-24,5272,acepack
2020-06-25,5713,acepack
2020-06-26,4737,acepack
2020-06-27,2310,acepack
2020-06-28,2385,acepack
2020-06-29,4853,acepack
2020-06-30,5345,acepack
2020-07-01,4762,acepack
2020-07-02,5171,acepack
2020-07-03,4036,acepack
2020-07-04,1995,acepack
2020-07-05,2096,acepack
2020-07-06,4482,acepack
2020-07-07,4381,acepack
2020-07-08,5814,acepack
2020-07-09,5345,acepack
2020-07-10,4704,acepack
2020-07-11,2569,acepack
2020-07-12,2406,acepack
2020-07-13,5125,acepack
2020-07-14,5161,acepack
2020-07-15,5135,acepack
2020-07-16,5553,acepack
2020-07-17,4853,acepack
2020-07-18,2296,acepack
2020-07-19,2841,acepack
2020-07-20,4667,acepack
2020-07-21,4951,acepack
2020-07-22,4988,acepack
2020-07-23,4987,acepack
2020-07-24,4377,acepack
2020-07-25,2245,acepack
2020-07-26,2275,acepack
2020-07-27,5198,acepack
2020-07-28,5520,acepack
2020-07-29,5696,acepack
2020-07-30,6839,acepack
2020-07-31,5233,acepack
2020-08-01,2845,acepack
2020-08-02,2560,acepack
2020-08-03,4948,acepack
2020-08-04,5497,acepack
2020-08-05,5354,acepack
2020-08-06,5368,acepack
2020-08-07,4874,acepack
2020-08-08,2839,acepack
2020-08-09,2322,acepack
2020-08-10,4363,acepack
2020-08-11,1364,acepack
2020-08-12,1144,acepack
2020-08-13,932,acepack
2020-08-14,876,acepack
2020-08-15,289,acepack
2020-08-16,271,acepack
2020-08-17,657,acepack
2020-08-18,604,acepack
2020-08-19,723,acepack
2020-08-20,450,acepack
2020-08-21,476,acepack
2020-08-22,195,acepack
2020-08-23,218,acepack
2020-08-24,466,acepack
2020-08-25,649,acepack
2020-08-26,574,acepack
2020-08-27,517,acepack
2020-08-28,401,acepack
2020-08-29,263,acepack
2020-08-30,266,acepack
2020-08-31,434,acepack
2020-09-01,586,acepack
2020-09-02,662,acepack
2020-09-03,513,acepack
2020-09-04,534,acepack
2020-09-05,202,acepack
2020-09-06,229,acepack
2020-09-07,585,acepack
2020-09-08,619,acepack
2020-09-09,667,acepack
2020-09-10,709,acepack
2020-09-11,542,acepack
2020-09-12,308,acepack
2020-09-13,255,acepack
2020-09-14,697,acepack
2020-09-15,603,acepack
2020-09-16,632,acepack
2020-09-17,596,acepack
2020-09-18,543,acepack
2020-09-19,246,acepack
2020-09-20,262,acepack
2020-09-21,579,acepack
2020-09-22,578,acepack
2020-09-23,554,acepack
2020-09-24,541,acepack
2020-09-25,455,acepack
2020-09-26,298,acepack
2020-09-27,275,acepack
2020-09-28,604,acepack
2020-09-29,656,acepack
2020-09-30,622,acepack
2020-10-01,550,acepack
2020-10-02,491,acepack
2020-10-03,0,acepack
2020-10-04,262,acepack
2020-10-05,484,acepack
2020-10-06,514,acepack
2020-10-07,446,acepack
2020-10-08,414,acepack
2020-10-09,434,acepack
2020-10-10,219,acepack
2020-10-11,241,acepack
2020-10-12,487,acepack
2020-10-13,602,acepack
2020-10-14,547,acepack
2020-10-15,462,acepack
2020-10-16,583,acepack
2020-10-17,253,acepack
2020-10-18,217,acepack
2020-10-19,435,acepack
2020-10-20,515,acepack
2020-10-21,445,acepack
2020-10-22,512,acepack
2020-10-23,450,acepack
2020-10-24,243,acepack
2020-10-25,225,acepack
2020-10-26,450,acepack
2020-10-27,502,acepack
2020-10-28,420,acepack
2020-10-29,435,acepack
2020-10-30,330,acepack
2020-10-31,168,acepack
2020-11-01,266,acepack
2020-11-02,480,acepack
2020-11-03,490,acepack
2020-11-04,389,acepack
2020-11-05,448,acepack
2020-11-06,372,acepack
2020-11-07,237,acepack
2020-11-08,208,acepack
2020-11-09,426,acepack
2020-11-10,427,acepack
2020-11-11,484,acepack
2020-11-12,484,acepack
2020-11-13,358,acepack
2020-11-14,221,acepack
2020-11-15,258,acepack
2020-11-16,467,acepack
2020-11-17,421,acepack
2020-11-18,472,acepack
2020-11-19,435,acepack
2020-11-20,396,acepack
2020-11-21,178,acepack
2020-11-22,214,acepack
2020-11-23,405,acepack
2020-11-24,470,acepack
2020-11-25,407,acepack
2020-11-26,325,acepack
2020-11-27,328,acepack
2020-11-28,226,acepack
2020-11-29,222,acepack
2020-11-30,425,acepack
2020-12-01,389,acepack
2020-12-02,501,acepack
2020-12-03,426,acepack
2020-12-04,391,acepack
2020-12-05,224,acepack
2020-12-06,211,acepack
2020-12-07,424,acepack
2020-12-08,403,acepack
2020-12-09,466,acepack
2020-12-10,370,acepack
2020-12-11,418,acepack
2020-12-12,194,acepack
2020-12-13,182,acepack
2020-12-14,474,acepack
2020-12-15,592,acepack
2020-12-16,475,acepack
2020-12-17,514,acepack
2020-12-18,331,acepack
2020-12-19,274,acepack
2020-12-20,161,acepack
2020-12-21,360,acepack
2020-12-22,318,acepack
2020-12-23,261,acepack
2020-12-24,153,acepack
2020-12-25,125,acepack
2020-12-26,205,acepack
2020-12-27,145,acepack
2020-12-28,270,acepack
2020-12-29,251,acepack
2020-12-30,277,acepack
2020-12-31,218,acepack
2020-01-01,5046,askpass
2020-01-02,9664,askpass
2020-01-03,10081,askpass
2020-01-04,7104,askpass
2020-01-05,7041,askpass
2020-01-06,13033,askpass
2020-01-07,15256,askpass
2020-01-08,15458,askpass
2020-01-09,16126,askpass
2020-01-10,14694,askpass
2020-01-11,8443,askpass
2020-01-12,8605,askpass
2020-01-13,16453,askpass
2020-01-14,17848,askpass
2020-01-15,17149,askpass
2020-01-16,16721,askpass
2020-01-17,14384,askpass
2020-01-18,8142,askpass
2020-01-19,7507,askpass
2020-01-20,13819,askpass
2020-01-21,16634,askpass
2020-01-22,16800,askpass
2020-01-23,16524,askpass
2020-01-24,14045,askpass
2020-01-25,7926,askpass
2020-01-26,8035,askpass
2020-01-27,16344,askpass
2020-01-28,16784,askpass
2020-01-29,17208,askpass
2020-01-30,16310,askpass
2020-01-31,15524,askpass
2020-02-01,8406,askpass
2020-02-02,8127,askpass
2020-02-03,15659,askpass
2020-02-04,16540,askpass
2020-02-05,16451,askpass
2020-02-06,17062,askpass
2020-02-07,15045,askpass
2020-02-08,8951,askpass
2020-02-09,8964,askpass
2020-02-10,16509,askpass
2020-02-11,17606,askpass
2020-02-12,17585,askpass
2020-02-13,16645,askpass
2020-02-14,14059,askpass
2020-02-15,7547,askpass
2020-02-16,7415,askpass
2020-02-17,15186,askpass
2020-02-18,17464,askpass
2020-02-19,18293,askpass
2020-02-20,17971,askpass
2020-02-21,15397,askpass
2020-02-22,9443,askpass
2020-02-23,9511,askpass
2020-02-24,16312,askpass
2020-02-25,17710,askpass
2020-02-26,16812,askpass
2020-02-27,16683,askpass
2020-02-28,14498,askpass
2020-02-29,2253,askpass
2020-03-01,7232,askpass
2020-03-02,15742,askpass
2020-03-03,16564,askpass
2020-03-04,16413,askpass
2020-03-05,16116,askpass
2020-03-06,15339,askpass
2020-03-07,9398,askpass
2020-03-08,8684,askpass
2020-03-09,16173,askpass
2020-03-10,16461,askpass
2020-03-11,16702,askpass
2020-03-12,17728,askpass
2020-03-13,13124,askpass
2020-03-14,8540,askpass
2020-03-15,8312,askpass
2020-03-16,14417,askpass
2020-03-17,16341,askpass
2020-03-18,18109,askpass
2020-03-19,16955,askpass
2020-03-20,16887,askpass
2020-03-21,13880,askpass
2020-03-22,14018,askpass
2020-03-23,19704,askpass
2020-03-24,20300,askpass
2020-03-25,20309,askpass
2020-03-26,21050,askpass
2020-03-27,19938,askpass
2020-03-28,14566,askpass
2020-03-29,14599,askpass
2020-03-30,21027,askpass
2020-03-31,21203,askpass
2020-04-01,20476,askpass
2020-04-02,20904,askpass
2020-04-03,19799,askpass
2020-04-04,14378,askpass
2020-04-05,13822,askpass
2020-04-06,20419,askpass
2020-04-07,20454,askpass
2020-04-08,20279,askpass
2020-04-09,19632,askpass
2020-04-10,17350,askpass
2020-04-11,14057,askpass
2020-04-12,13890,askpass
2020-04-13,19101,askpass
2020-04-14,20375,askpass
2020-04-15,20508,askpass
2020-04-16,21479,askpass
2020-04-17,19656,askpass
2020-04-18,15165,askpass
2020-04-19,15313,askpass
2020-04-20,22470,askpass
2020-04-21,21600,askpass
2020-04-22,20996,askpass
2020-04-23,20412,askpass
2020-04-24,21186,askpass
2020-04-25,17127,askpass
2020-04-26,17292,askpass
2020-04-27,24409,askpass
2020-04-28,28508,askpass
2020-04-29,25136,askpass
2020-04-30,26650,askpass
2020-05-01,22518,askpass
2020-05-02,16700,askpass
2020-05-03,17019,askpass
2020-05-04,23912,askpass
2020-05-05,22827,askpass
2020-05-06,24975,askpass
2020-05-07,23713,askpass
2020-05-08,20826,askpass
2020-05-09,15007,askpass
2020-05-10,14855,askpass
2020-05-11,22727,askpass
2020-05-12,22472,askpass
2020-05-13,21493,askpass
2020-05-14,21359,askpass
2020-05-15,21136,askpass
2020-05-16,15200,askpass
2020-05-17,15110,askpass
2020-05-18,22487,askpass
2020-05-19,21587,askpass
2020-05-20,17973,askpass
2020-05-21,14758,askpass
2020-05-22,14288,askpass
2020-05-23,9331,askpass
2020-05-24,9561,askpass
2020-05-25,13834,askpass
2020-05-26,15927,askpass
2020-05-27,16343,askpass
2020-05-28,16829,askpass
2020-05-29,14558,askpass
2020-05-30,9395,askpass
2020-05-31,9431,askpass
2020-06-01,16081,askpass
2020-06-02,19210,askpass
2020-06-03,21463,askpass
2020-06-04,20996,askpass
2020-06-05,20003,askpass
2020-06-06,13590,askpass
2020-06-07,13943,askpass
2020-06-08,20921,askpass
2020-06-09,21182,askpass
2020-06-10,20254,askpass
2020-06-11,19637,askpass
2020-06-12,19215,askpass
2020-06-13,13810,askpass
2020-06-14,13864,askpass
2020-06-15,20818,askpass
2020-06-16,21372,askpass
2020-06-17,19171,askpass
2020-06-18,16964,askpass
2020-06-19,14802,askpass
2020-06-20,9683,askpass
2020-06-21,8788,askpass
2020-06-22,16157,askpass
2020-06-23,16023,askpass
2020-06-24,15423,askpass
2020-06-25,14720,askpass
2020-06-26,14325,askpass
2020-06-27,8742,askpass
2020-06-28,8696,askpass
2020-06-29,15746,askpass
2020-06-30,16193,askpass
2020-07-01,15015,askpass
2020-07-02,14742,askpass
2020-07-03,13193,askpass
2020-07-04,7641,askpass
2020-07-05,7991,askpass
2020-07-06,15042,askpass
2020-07-07,15275,askpass
2020-07-08,15629,askpass
2020-07-09,15663,askpass
2020-07-10,15589,askpass
2020-07-11,8224,askpass
2020-07-12,8123,askpass
2020-07-13,13801,askpass
2020-07-14,15216,askpass
2020-07-15,14973,askpass
2020-07-16,15970,askpass
2020-07-17,15675,askpass
2020-07-18,8396,askpass
2020-07-19,9443,askpass
2020-07-20,16104,askpass
2020-07-21,15980,askpass
2020-07-22,15275,askpass
2020-07-23,14754,askpass
2020-07-24,13603,askpass
2020-07-25,8303,askpass
2020-07-26,8252,askpass
2020-07-27,15079,askpass
2020-07-28,14675,askpass
2020-07-29,14874,askpass
2020-07-30,15043,askpass
2020-07-31,13256,askpass
2020-08-01,8425,askpass
2020-08-02,8096,askpass
2020-08-03,14537,askpass
2020-08-04,15259,askpass
2020-08-05,14855,askpass
2020-08-06,16685,askpass
2020-08-07,14831,askpass
2020-08-08,8006,askpass
2020-08-09,8298,askpass
2020-08-10,15468,askpass
2020-08-11,16033,askpass
2020-08-12,15397,askpass
2020-08-13,15376,askpass
2020-08-14,13496,askpass
2020-08-15,8629,askpass
2020-08-16,9447,askpass
2020-08-17,15139,askpass
2020-08-18,16264,askpass
2020-08-19,17280,askpass
2020-08-20,16245,askpass
2020-08-21,13645,askpass
2020-08-22,9025,askpass
2020-08-23,9172,askpass
2020-08-24,16092,askpass
2020-08-25,16639,askpass
2020-08-26,16709,askpass
2020-08-27,16510,askpass
2020-08-28,15068,askpass
2020-08-29,9254,askpass
2020-08-30,9564,askpass
2020-08-31,17150,askpass
2020-09-01,19441,askpass
2020-09-02,20171,askpass
2020-09-03,20702,askpass
2020-09-04,17667,askpass
2020-09-05,10447,askpass
2020-09-06,11027,askpass
2020-09-07,17932,askpass
2020-09-08,20254,askpass
2020-09-09,20640,askpass
2020-09-10,19644,askpass
2020-09-11,17833,askpass
2020-09-12,11553,askpass
2020-09-13,10602,askpass
2020-09-14,19776,askpass
2020-09-15,19683,askpass
2020-09-16,19958,askpass
2020-09-17,19871,askpass
2020-09-18,18554,askpass
2020-09-19,11111,askpass
2020-09-20,10500,askpass
2020-09-21,19209,askpass
2020-09-22,21111,askpass
2020-09-23,19857,askpass
2020-09-24,19776,askpass
2020-09-25,18967,askpass
2020-09-26,13377,askpass
2020-09-27,15240,askpass
2020-09-28,20763,askpass
2020-09-29,19388,askpass
2020-09-30,18374,askpass
2020-10-01,18016,askpass
2020-10-02,16338,askpass
2020-10-03,0,askpass
2020-10-04,10513,askpass
2020-10-05,18412,askpass
2020-10-06,19486,askpass
2020-10-07,21833,askpass
2020-10-08,18663,askpass
2020-10-09,16635,askpass
2020-10-10,10518,askpass
2020-10-11,10536,askpass
2020-10-12,18742,askpass
2020-10-13,19363,askpass
2020-10-14,18998,askpass
2020-10-15,18951,askpass
2020-10-16,17163,askpass
2020-10-17,27972,askpass
2020-10-18,13879,askpass
2020-10-19,18646,askpass
2020-10-20,19396,askpass
2020-10-21,19154,askpass
2020-10-22,18653,askpass
2020-10-23,17436,askpass
2020-10-24,10295,askpass
2020-10-25,10393,askpass
2020-10-26,18089,askpass
2020-10-27,19307,askpass
2020-10-28,19253,askpass
2020-10-29,22599,askpass
